PMID	Abstract	ArticleTitle	PubDate	PubMonth	Author	KeyWords	MeSH	Journals	Affiliations	FundingSources	Location	Email
38153404	Great effort has been made to encapsulate or coat living mammalian cells for a variety of applications ranging from diabetes treatment to three-dimensional printing. However, no study has reported the synthesis of a biomimetic bacterial capsule to display high-affinity aptamers on the cell surface for enhanced cell recognition. Therefore, we synthesized an ultrathin alginate-polylysine coating to display aptamers on the surface of living cells with natural killer (NK) cells as a model. The results show that this coating-mediated aptamer display is more stable than direct cholesterol insertion into the lipid bilayer. The half-life of the aptamer on the cell surface can be increased from less than 1.5 to over 20 h. NK cells coated with the biomimetic bacterial capsule exhibit a high efficiency in recognizing and killing target cells. Therefore, this work has demonstrated a promising cell coating method for the display of aptamers for enhanced cell recognition.	Biomimetic Bacterial Capsule for Enhanced Aptamer Display and Cell Recognition.	2024	Jan	Wang Xuelin;Jia Bei;Lee Kyungsene;Davis Brandon;Wen Connie;Wang Yixun;Zheng Hong;Wang Yong		Animals;Aptamers, Nucleotide;Bacterial Capsules;Biomimetics;Cell Membrane;SELEX Aptamer Technique;Mammals	Journal of the American Chemical Society	Department of Biomedical Engineering, The Pennsylvania State University, University Park, Pennsylvania 16802, United States.;Penn State Cancer Institute, The Pennsylvania State University College of Medicine, Hershey, Pennsylvania 17033, United States.;Department of Biomedical Engineering, The Pennsylvania State University, University Park, Pennsylvania 16802, United States.;Department of Biomedical Engineering, The Pennsylvania State University, University Park, Pennsylvania 16802, United States.;Department of Biomedical Engineering, The Pennsylvania State University, University Park, Pennsylvania 16802, United States.;Department of Biomedical Engineering, The Pennsylvania State University, University Park, Pennsylvania 16802, United States.;Penn State Cancer Institute, The Pennsylvania State University College of Medicine, Hershey, Pennsylvania 17033, United States.;Department of Biomedical Engineering, The Pennsylvania State University, University Park, Pennsylvania 16802, United States.		Penn State Cancer Institute, The Pennsylvania State University College of Medicine, United States;Hershey, Pennsylvania, United States;Department of Biomedical Engineering, The Pennsylvania State University, United States;University Park, Pennsylvania, United States	
38145962	3D bioprinting has enabled the fabrication of tissue-mimetic constructs with freeform designs that include living cells. In the development of new bioprinting techniques, the controlled use of diffusion has become an emerging strategy to tailor the properties and geometry of printed constructs. Specifically, the diffusion of molecules with specialized functions, including crosslinkers, catalysts, growth factors, or viscosity-modulating agents, across the interface of printed constructs will directly affect material properties such as microstructure, stiffness, and biochemistry, all of which can impact cell phenotype. For example, diffusion-induced gelation is employed to generate constructs with multiple materials, dynamic mechanical properties, and perfusable geometries. In general, these diffusion-based bioprinting strategies can be categorized into those based on inward diffusion (i.e., into the printed ink from the surrounding air, solution, or support bath), outward diffusion (i.e., from the printed ink into the surroundings), or diffusion within the printed construct (i.e., from one zone to another). This review provides an overview of recent advances in diffusion-based bioprinting strategies, discusses emerging methods to characterize and predict diffusion in bioprinting, and highlights promising next steps in applying diffusion-based strategies to overcome current limitations in biofabrication.	Diffusion-Based 3D Bioprinting Strategies.	2024	Feb	Cai Betty;Kilian David;Ramos Mejia Daniel;Rios Ricardo J;Ali Ashal;Heilshorn Sarah C	bioprinting;diffusion;interfacial gelation;multi-material constructs;perfusable structures	Tissue Engineering;Tissue Scaffolds;Bioprinting;Printing, Three-Dimensional	Advanced science (Weinheim, Baden-Wurttemberg, Germany)	Department of Materials Science and Engineering, Stanford University, 476 Lomita Mall, Stanford, CA, 94305, USA.;Department of Materials Science and Engineering, Stanford University, 476 Lomita Mall, Stanford, CA, 94305, USA.;Department of Materials Science and Engineering, Stanford University, 476 Lomita Mall, Stanford, CA, 94305, USA.;Department of Materials Science and Engineering, Stanford University, 476 Lomita Mall, Stanford, CA, 94305, USA.;Department of Materials Science and Engineering, Stanford University, 476 Lomita Mall, Stanford, CA, 94305, USA.;Department of Materials Science and Engineering, Stanford University, 476 Lomita Mall, Stanford, CA, 94305, USA.	NIH HHS;NIBIB NIH HHS;NHLBI NIH HHS	Lomita Mall, Stanford;Department of Materials Science and Engineering, Stanford University;CA, 	
38112236	Anisotropic materials formed by living organisms possess remarkable mechanical properties due to their intricate microstructure and directional freedom. In contrast, human-made materials face challenges in achieving similar levels of directionality due to material and manufacturability constraints. To overcome these limitations, an approach using 3D printing of self-assembling thermotropic liquid crystal polymers (LCPs) is presented. Their high stiffness and strength is granted by nematic domains aligning during the extrusion process. Here, a remarkably wide range of Young's modulus from 3 to 40 GPa is obtained by utilizing directionality of the nematic flow the printing process.   By determining a relationship between stiffness, nozzle diameter, and line width, a design space where shaping and mechanical performance can be combined is identified. The ability to print LCPs with on-the-fly width changes to accommodate arbitrary spatially varying directions is demonstrated. This unlocks the possibility to manufacture exquisite patterns inspired by fluid dynamics with steep curvature variations. Utilizing the synergy between this path-planning method and LCPs, functional objects with stiffness and curvature gradients can be 3D-printed, offering potential applications in lightweight sustainable structures embedding crack-mitigation strategies. This method also opens avenues for studying and replicating intricate patterns observed in nature, such as wood or turbulent flow using 3D printing.	3D Printing of Flow-Inspired Anisotropic Patterns with Liquid Crystalline Polymers.	2024	Mar	Houriet Caroline;Damodaran Vinay;Mascolo Chiara;Gantenbein Silvan;Peeters Daniël;Masania Kunal	additive manufacturing;bio-inspired materials;gradients;liquid crystal polymers;mechanical anisotropy;toughening		Advanced materials (Deerfield Beach, Fla.)	Shaping Matter Lab, Faculty of Aerospace Engineering, Delft University of Technology, Kluyverweg 1, Delft, 2629 HS, Netherlands.;Shaping Matter Lab, Faculty of Aerospace Engineering, Delft University of Technology, Kluyverweg 1, Delft, 2629 HS, Netherlands.;Complex Materials, Department of Materials, ETH Zürich, Zürich, 8093, Switzerland.;Complex Materials, Department of Materials, ETH Zürich, Zürich, 8093, Switzerland.;Faculty of Aerospace Engineering, Delft University of Technology, Kluyverweg 1, Delft, 2629 HS, Netherlands.;Complex Materials, Department of Materials, ETH Zürich, Zürich, 8093, Switzerland.		Complex Materials, Department of Materials, Switzerland;Faculty of Aerospace Engineering, Delft University of Technology, Switzerland;HS, Netherlands, Switzerland;Shaping Matter Lab, Faculty of Aerospace Engineering, Switzerland;Delft, , Switzerland;rich, , Switzerland;rich, Z, Switzerland;Delft University of Technology, Kluyverweg, Switzerland	
38071898	Predicting ecological responses to rapid environmental change has become one of the greatest challenges of modern biology. One of the major hurdles in forecasting these responses is accurately quantifying the thermal environments that organisms experience. The distribution of temperatures available within an organism's habitat is typically measured using data loggers called operative temperature models (OTMs) that are designed to mimic certain properties of heat exchange in the focal organism. The gold standard for OTM construction in studies of terrestrial ectotherms has been the use of copper electroforming which creates anatomically accurate models that equilibrate quickly to ambient thermal conditions. However, electroformed models require the use of caustic chemicals, are often brittle, and their production is expensive and time intensive. This has resulted in many researchers resorting to the use of simplified OTMs that can yield substantial measurement errors. 3D printing offers the prospect of robust, easily replicated, morphologically accurate, and cost-effective OTMs that capture the benefits but alleviate the problems associated with electroforming. Here, we validate the use of OTMs that were 3D printed using several materials across eight lizard species of different body sizes and living in habitats ranging from deserts to tropical forests. We show that 3D printed OTMs have low thermal inertia and predict the live animal's equilibration temperature with high accuracy across a wide range of body sizes and microhabitats. Finally, we developed a free online repository and database of 3D scans (https://www.3dotm.org/) to increase the accessibility of this tool to researchers around the world and facilitate ease of production of 3D printed models. 3D printing of OTMs is generalizable to taxa beyond lizards. If widely adopted, this approach promises greater accuracy and reproducibility in studies of terrestrial thermal ecology and should lead to improved forecasts of the biological impacts of climate change.	3D printed models are an accurate, cost-effective, and reproducible tool for quantifying terrestrial thermal environments.	2024	Jan	Alujević Karla;Bakewell Leah;Clifton Ian T;Cox Christian L;Frishkoff Luke O;Gangloff Eric J;Garcia-Costoya Guillermo;Gifford Matthew E;Glenwinkel Madison;Gulati Samir A K;Head Alyssa;Miles Monica;Pettit Ciara;Watson Charles M;Wuthrich Kelly L;Logan Michael L	3D printing;Biophysical model;Climate change;OTM;Open database;Operative temperature model;Thermal physiology;Thermoregulation	Animals;Body Temperature Regulation;Cost-Benefit Analysis;Reproducibility of Results;Body Temperature;Temperature;Ecosystem;Lizards;Printing, Three-Dimensional	Journal of thermal biology	Department of Biology and Program in Ecology, Evolution, and Conservation Biology, University of Nevada, Reno, NV, 89557, USA. Electronic address: alujevick@gmail.com.;Department of Biological Sciences and Institute for the Environment, Florida International University, Miami, FL, 33199, USA.;Department of Biological Sciences and Institute for the Environment, Florida International University, Miami, FL, 33199, USA; Department of Biology, University of Arkansas at Little Rock, Little Rock, AR, 72204, USA.;Department of Biological Sciences and Institute for the Environment, Florida International University, Miami, FL, 33199, USA.;Department of Biology, University of Texas at Arlington, Arlington, TX, 76019, USA.;Department of Biological Sciences, Ohio Wesleyan University, Delaware, OH, 43015, USA.;Department of Biology and Program in Ecology, Evolution, and Conservation Biology, University of Nevada, Reno, NV, 89557, USA.;Department of Biology, University of Central Arkansas, Conway, AR, 72035, USA.;Department of Biology and Program in Ecology, Evolution, and Conservation Biology, University of Nevada, Reno, NV, 89557, USA.;Department of Biology and Program in Ecology, Evolution, and Conservation Biology, University of Nevada, Reno, NV, 89557, USA.;Department of Biological Sciences, Ohio Wesleyan University, Delaware, OH, 43015, USA.;Department of Biology, University of Texas at Arlington, Arlington, TX, 76019, USA.;Department of Biological Sciences, Ohio Wesleyan University, Delaware, OH, 43015, USA.;Department of Life Sciences, Texas A&M University San Antonio, San Antonio, TX, 78249, USA.;Department of Biological Sciences and Institute for the Environment, Florida International University, Miami, FL, 33199, USA.;Department of Biology and Program in Ecology, Evolution, and Conservation Biology, University of Nevada, Reno, NV, 89557, USA.		Department of Biology and Program in Ecology, Evolution;Miami, FL;Department of Life Sciences, Texas A;Department of Biological Sciences, Ohio Wesleyan University;Little Rock, AR;Department of Biological Sciences and Institute for the Environment, Florida International University;Reno, NV;Arlington, TX;Department of Biology, University of Arkansas at Little Rock;Conway, AR;TX, ;M University San Antonio, San Antonio;Delaware, OH;and Conservation Biology, University of Nevada;Department of Biology, University of Central Arkansas;Department of Biology, University of Texas at Arlington	alujevick@gmail.com
38062998	Three-dimensional (3D) bioprinting, a promising advancement in tissue engineering technology, involves the robotic, layer-by-layer additive biofabrication of functional 3D tissue and organ constructs. This process utilizes biomaterials, typically hydrogels and living cells, following digital models. Traditional tissue engineering uses a classic triad of living cells, scaffolds, and physicochemical signals in bioreactors. A scaffold is a temporary, often biodegradable, support structure. Tissue engineering primarily falls into two categories: (i) scaffold based and (ii) scaffold free. The latter, scaffold-free 3D bioprinting, is gaining increasing popularity. Organ building blocks (OBB), capable of self-assembly and self-organization, such as tissue spheroids, organoids, and assembloids, have begun to be utilized in scaffold-free bioprinting. This article discusses the expanding range of OBB, presents the rapidly evolving collection of bioprinting and bioassembly methods using these OBB, and finally, outlines the advantages, challenges, and future perspectives of using OBB in organ printing.	Bioprinting Using Organ Building Blocks: Spheroids, Organoids, and Assembloids.	2024	Jan	Baptista Leandra Santos;Mironov Vladimir;Koudan Elizaveta;Amorim Érica Almeida;Pampolha Tathiana Proença;Kasyanov Vladimir;Kovalev Alexei;Senatov Fedor;Granjeiro José Mauro	assembloids;bioprinting;organ building blocks;organoids;scaffold-free;tissue spheroids		Tissue engineering. Part A	"Campus Duque de Caxias Prof Geraldo Cidade, Universidade Federal do Rio de Janeiro, Rio de Janeiro, Brazil.;Post-graduation Program in Biotechnology, National Institute of Metrology, Quality, and Technology (Inmetro), Rio de Janeiro, Brazil.;Laboratory of Eukaryotic Cell Biology, National Institute of Metrology, Quality and Technology (Inmetro), Rio de Janeiro, Brazil.;Campus Duque de Caxias Prof Geraldo Cidade, Universidade Federal do Rio de Janeiro, Rio de Janeiro, Brazil.;Center for Biomedical Engineering, National University of Science and Technology ""MISIS,"" Moscow, Russia.;Campus Duque de Caxias Prof Geraldo Cidade, Universidade Federal do Rio de Janeiro, Rio de Janeiro, Brazil.;Gcell 3D, Rio de Janeiro, Brazil.;Precision Medicine Research Center, Carlos Chagas Filho Institute of Biophysics, Federal University of Rio de Janeiro, Rio de Janeiro, Brazil.;Post-graduation Program in Biotechnology, National Institute of Metrology, Quality, and Technology (Inmetro), Rio de Janeiro, Brazil.;Laboratory of Eukaryotic Cell Biology, National Institute of Metrology, Quality and Technology (Inmetro), Rio de Janeiro, Brazil.;Joint Laboratory of Traumatology and Orthopaedics, Riga Stradins University, Riga, Latvia.;Priorov Central National Institute of Traumatology and Orthopedics, Moscow, Russia.;Center for Biomedical Engineering, National University of Science and Technology ""MISIS,"" Moscow, Russia.;Post-graduation Program in Biotechnology, National Institute of Metrology, Quality, and Technology (Inmetro), Rio de Janeiro, Brazil.;Laboratory of Eukaryotic Cell Biology, National Institute of Metrology, Quality and Technology (Inmetro), Rio de Janeiro, Brazil.;Laboratory of Clinical Research in Odontology, Fluminense Federal University (UFF), Niterói, Brazil."		Campus Duque de Caxias Prof Geraldo Cidade, Universidade Federal do Rio de Janeiro, Brazil;Federal University of Rio de Janeiro, Rio de Janeiro, Brazil;D, Rio de Janeiro, Brazil;Precision Medicine Research Center, Carlos Chagas Filho Institute of Biophysics, Brazil;Priorov Central National Institute of Traumatology and Orthopedics, Moscow, Brazil;Joint Laboratory of Traumatology and Orthopaedics, Riga Stradins University, Brazil;Laboratory of Clinical Research in Odontology, Fluminense Federal University, Brazil;Riga, Latvia, Brazil;graduation Program in Biotechnology, National Institute of Metrology, Brazil;Laboratory of Eukaryotic Cell Biology, National Institute of Metrology, Brazil;Center for Biomedical Engineering, National University of Science and Technology, Brazil;Rio de Janeiro, Brazil, Brazil;Moscow, Russia, Brazil;i, Brazil, Brazil;Quality, and Technology, Brazil	
38049232	Copper ion (Cu2+) is not only a transition metal ion but also a significant environmental pollutant. The imbalance of Cu2+ content will threaten the safety of the environment and even life. The portable detection devices based on ratiometric fluorescent probes have garnered increasing attention and acclaim because of their reliable analysis parameters. Therefore, two Cu2+ ratiometric fluorescent probes (RH-1 and RH-2) were developed, which exhibit pronounced fluorescence changes, high sensitivity, excellent selectivity, and large Stokes shift. Both probes are capable of detecting Cu2+ in water and milk samples. It is worth noting that a 3D-printed fluorescence sensing device was constructed using RH-1, and a new 3D-printed copper ion detection kit was developed based on RH-2, enabling on-the-spot estimation of Cu2+ concentration. These devices significantly facilitate Cu2+ detection in daily life. RH-2 has been successfully employed for imaging Cu2+ in living cells and zebrafish. In conclusion, this work provides, for the first time, the 3D-printed ideal tools for detecting Cu2+. It also provides valuable insights for the establishment of on-site portable detection methods for other important substances.	3D-printed colorimetric copper ion detection kit and portable fluorescent sensing device using smartphone based on ratiometric fluorescent probes.	2024	Jan	Liu Mengyuan;Zhu Hanchuang;Fang Yikun;Liu Caiyun;Wang Kun;Zhang Xiaohui;Li Xinke;Ma Lixue;Yu Miaohui;Sheng Wenlong;Zhu Baocun	3D-printed device;Bioimaging;Copper ions;Ratiometric fluorescent probe	Animals;Fluorescent Dyes;Copper;Smartphone;Colorimetry;Zebrafish;Printing, Three-Dimensional;Spectrometry, Fluorescence	Analytica chimica acta	School of Water Conservancy and Environment, University of Jinan, Jinan, 250022, China.;School of Water Conservancy and Environment, University of Jinan, Jinan, 250022, China.;School of Water Conservancy and Environment, University of Jinan, Jinan, 250022, China.;School of Water Conservancy and Environment, University of Jinan, Jinan, 250022, China. Electronic address: liucaiyun1982072@163.com.;School of Water Conservancy and Environment, University of Jinan, Jinan, 250022, China.;School of Water Conservancy and Environment, University of Jinan, Jinan, 250022, China.;School of Water Conservancy and Environment, University of Jinan, Jinan, 250022, China.;School of Water Conservancy and Environment, University of Jinan, Jinan, 250022, China.;Biology Institute, Qilu University of Technology (Shandong Academy of Sciences), Jinan, 250103, China.;Biology Institute, Qilu University of Technology (Shandong Academy of Sciences), Jinan, 250103, China.;School of Water Conservancy and Environment, University of Jinan, Jinan, 250022, China.		Jinan, , China;Biology Institute, Qilu University of Technology, China;School of Water Conservancy and Environment, University of Jinan, China	liucaiyun1982072@163.com
38041693	Three dimensional printing has emerged as a widely acceptable strategy for the fabrication of mammalian cell laden constructs with complex microenvironments for tissue engineering and regenerative medicine. More recently 3D printed living materials containing microorganisms have been developed and matured into living biofilms. The potential for engineered 3D biofilms as in vitro models for biomedical applications, such as antimicrobial susceptibility testing, and environmental applications, such as bioleaching, bioremediation, and wastewater purification, is extensive but the need for an in-depth understanding of the structure-function relationship between the complex construct and the microorganism response still exists. This review discusses 3D printing fabrication methods for engineered biofilms with specific structural features. Next, it highlights the importance of bioink compositions and 3D bioarchitecture design. Finally, a brief overview of current and potential applications of 3D printed biofilms in environmental and biomedical fields is discussed.	Three dimensional printed biofilms: Fabrication, design and future biomedical and environmental applications.	2024	Jan	Lazarus Emily;Meyer Anne S;Ikuma Kaoru;Rivero Iris V		Animals;Bioprinting;Tissue Engineering;Printing, Three-Dimensional;Biofilms;Biodegradation, Environmental;Mammals	Microbial biotechnology	Department Industrial and Systems Engineering, Rochester Institute of Technology, Rochester, New York, USA.;Department of Biology, University of Rochester, Rochester, New York, USA.;Department of Civil, Construction, and Environmental Engineering, Iowa State University, Ames, Iowa, USA.;Department Industrial and Systems Engineering, Rochester Institute of Technology, Rochester, New York, USA.;Department of Biomedical Engineering, Rochester Institute of Technology, Rochester, New York, USA.;Department of Industrial and Systems Engineering, University of Florida, Gainesville, Florida, USA.	Arnold and Mabel Beckman Foundation;National Science Foundation's Convergence Accelerator program	Department of Biomedical Engineering, Rochester Institute of Technology;Department of Industrial and Systems Engineering, University of Florida;Ames, Iowa;Rochester, New York;and Environmental Engineering, Iowa State University;Gainesville, Florida;Department of Civil, Construction;Department of Biology, University of Rochester;Department Industrial and Systems Engineering, Rochester Institute of Technology	
37949427	Three-dimensional (3D) printing is a promising approach for the stabilization and delivery of non-living biologics. This versatile tool builds complex structures and customized resolutions, and has significant potential in various industries, especially pharmaceutics and biopharmaceutics. Biologics have become increasingly prevalent in the field of medicine due to their diverse applications and benefits. Stability is the main attribute that must be achieved during the development of biologic formulations. 3D printing could help to stabilize biologics by entrapment, support binding, or crosslinking. Furthermore, gene fragments could be transited into cells during co-printing, when the pores on the membrane are enlarged. This review provides: (i) an introduction to 3D printing technologies and biologics, covering genetic elements, therapeutic proteins, antibodies, and bacteriophages; (ii) an overview of the applications of 3D printing of biologics, including regenerative medicine, gene therapy, and personalized treatments; (iii) information on how 3D printing could help to stabilize and deliver biologics; and (iv) discussion on regulations, challenges, and future directions, including microneedle vaccines, novel 3D printing technologies and artificial-intelligence-facilitated research and product development. Overall, the 3D printing of biologics holds great promise for enhancing human health by providing extended longevity and enhanced quality of life, making it an exciting area in the rapidly evolving field of biomedicine.	3D printing of biologics-what has been accomplished to date?	2024	Jan	Lu Anqi;Williams Robert O;Maniruzzaman Mohammed	3D bioprinting;3D printing biologics;microneedles;protein delivery;vaccine	Humans;Quality of Life;Drug Delivery Systems;Printing, Three-Dimensional;Precision Medicine;Biological Products	Drug discovery today	Division of Molecular Pharmaceutics and Drug Delivery, College of Pharmacy, The University of Texas at Austin, Austin, TX 78712, USA.;Division of Molecular Pharmaceutics and Drug Delivery, College of Pharmacy, The University of Texas at Austin, Austin, TX 78712, USA.;Division of Molecular Pharmaceutics and Drug Delivery, College of Pharmacy, The University of Texas at Austin, Austin, TX 78712, USA; Pharmaceutical Engineering and 3D Printing (PharmE3D) Lab, Department of Pharmaceutics and Drug Delivery, School of Pharmacy, The University of Mississippi, University, MS 38677, USA. Electronic address: M.Maniruzzaman@austin.utexas.edu.		Lab, Department of Pharmaceutics and Drug Delivery;University, MS;The University of Texas at Austin, Austin;School of Pharmacy, The University of Mississippi;Division of Molecular Pharmaceutics and Drug Delivery, College of Pharmacy	M.Maniruzzaman@austin.utexas.edu
37885200	In the 21st century, significant progress has been made in repairing damaged materials through material engineering. However, the creation of large-scale artificial materials still faces a major challenge in achieving proper vascularization. To address this issue, researchers have turned to biomaterials and three-dimensional (3D) bioprinting techniques, which allow for the combination of multiple biomaterials with improved mechanical and biological properties that mimic natural materials. Hydrogels, known for their ability to support living cells and biological components, have played a crucial role in this research. Among the recent developments, 3D bioprinting has emerged as a promising tool for constructing hybrid scaffolds. However, there are several challenges in the field of bioprinting, including the need for nanoscale biomimicry, the formulation of hydrogel blends, and the ongoing complexity of vascularizing biomaterials, which requires further research. On a positive note, 3D bioprinting offers a solution to the vascularization problem due to its precise spatial control, scalability, and reproducibility compared with traditional fabrication methods. This paper aims at examining the recent advancements in 3D bioprinting technology for creating blood vessels, vasculature, and vascularized materials. It provides a comprehensive overview of the progress made and discusses the limitations and challenges faced in current 3D bioprinting of vascularized tissues. In addition, the paper highlights the future research directions focusing on the development of 3D bioprinting techniques and bioinks for creating functional materials.	Three-Dimensional Bioprinting in Vascular Tissue Engineering and Tissue Vascularization of Cardiovascular Diseases.	2024	Jan	Ochieng Ben Omondi;Zhao Leqian;Ye Zhiyi	3D printing;bioinks;biomaterials;bioprinting;co-axial printing;extrusion;hydrogels blood vessels;laser-based printing;scaffold;scaffold-free;tissue engineering;vascularization		Tissue engineering. Part B, Reviews	Key Laboratory of Biorheological Science and Technology, Ministry of Education, State and Local Joint Engineering Laboratory for Vascular Implants, College of Bioengineering, Chongqing University, Chongqing, China.;Key Laboratory of Biorheological Science and Technology, Ministry of Education, State and Local Joint Engineering Laboratory for Vascular Implants, College of Bioengineering, Chongqing University, Chongqing, China.;Department of Biomedical Science and Biochemistry, Research School of Biology, The Australian National University, Canberra, Australia.;Key Laboratory of Biorheological Science and Technology, Ministry of Education, State and Local Joint Engineering Laboratory for Vascular Implants, College of Bioengineering, Chongqing University, Chongqing, China.		Key Laboratory of Biorheological Science and Technology, Ministry of Education, Australia;Chongqing University, Chongqing, Australia;Department of Biomedical Science and Biochemistry, Research School of Biology, Australia;The Australian National University, Canberra, Australia;State and Local Joint Engineering Laboratory for Vascular Implants, College of Bioengineering, Australia	
37877817	This review article presents a comprehensive overview of the latest advances in the field of 3D printable structures with self-healing properties. Three-dimensional printing (3DP) is a versatile technology that enables the rapid manufacturing of complex geometric structures with precision and functionality not previously attainable. However, the application of 3DP technology is still limited by the availability of materials with customizable properties specifically designed for additive manufacturing. The addition of self-healing properties within 3D printed objects is of high interest as it can improve the performance and lifespan of structural components, and even enable the mimicking of living tissues for biomedical applications, such as organs printing. The review will discuss and analyze the most relevant results reported in recent years in the development of self-healing polymeric materials that can be processed via 3D printing. After introducing the chemical and physical self-healing mechanism that can be exploited, the literature review here reported will focus in particular on printability and repairing performances. At last, actual perspective and possible development field will be critically discussed.	3D Printing of Self-Healing Materials.	2024	Mar	Roppolo Ignazio;Caprioli Matteo;Pirri Candido F;Magdassi Shlomo	3D printing;dynamic bonds;polymer;self-healing		Advanced materials (Deerfield Beach, Fla.)	Department of Applied Science and Technology, Politecnico di Torino, Corso Duca degli Abruzzi 24, Turin, 10129, Italy.;Istituto Italiano di Tecnologia, Center for Sustainable Futures @Polito, Via Livorno 60, Turin, 10144, Italy.;Department of Applied Science and Technology, Politecnico di Torino, Corso Duca degli Abruzzi 24, Turin, 10129, Italy.;Casali Center for Applied Chemistry, Institute of Chemistry, The Hebrew University of Jerusalem, Edmond J. Safra Campus, Jerusalem, 9090145, Israel.;Department of Applied Science and Technology, Politecnico di Torino, Corso Duca degli Abruzzi 24, Turin, 10129, Italy.;Istituto Italiano di Tecnologia, Center for Sustainable Futures @Polito, Via Livorno 60, Turin, 10144, Italy.;Casali Center for Applied Chemistry, Institute of Chemistry, The Hebrew University of Jerusalem, Edmond J. Safra Campus, Jerusalem, 9090145, Israel.	Compagnia di San Paolo;National Research Foundation Singapore	Turin, , Israel;Polito, Via Livorno, Israel;The Hebrew University of Jerusalem, Edmond J, Israel;Casali Center for Applied Chemistry, Institute of Chemistry, Israel;Safra Campus, Jerusalem, Israel;Department of Applied Science and Technology, Politecnico di Torino, Israel;Istituto Italiano di Tecnologia, Center for Sustainable Futures, Israel	
37851509	Engineered living materials (ELMs) are a novel class of functional materials that typically feature spatial confinement of living components within an inert polymer matrix to recreate biological functions. Understanding the growth and spatial configuration of cellular populations within a matrix is crucial to predicting and improving their responsive potential and functionality. Here, this work investigates the growth, spatial distribution, and photosynthetic productivity of eukaryotic microalga Chlamydomonas reinhardtii (C. reinhardtii) in three-dimensionally shaped hydrogels in dependence of geometry and size. The embedded C. reinhardtii cells photosynthesize and form confined cell clusters, which grow faster when located close to the ELM periphery due to favorable gas exchange and light conditions. Taking advantage of location-specific growth patterns, this work successfully designs and prints photosynthetic ELMs with increased CO2 capturing rate, featuring high surface to volume ratio. This strategy to control cell growth for higher productivity of ELMs resembles the already established adaptations found in multicellular plant leaves.	Growth, Distribution, and Photosynthesis of Chlamydomonas Reinhardtii in 3D Hydrogels.	2024	Jan	Oh Jeong-Joo;Ammu Satya;Vriend Vivian Dorine;Kieffer Roland;Kleiner Friedrich Hans;Balasubramanian Srikkanth;Karana Elvin;Masania Kunal;Aubin-Tam Marie-Eve	3D printing;CO2 consumption;engineered living material;functional living surface;hydrogel;microalgae;spatial organization	Chlamydomonas reinhardtii;Hydrogels;Photosynthesis	Advanced materials (Deerfield Beach, Fla.)	Department of Bionanoscience, Kavli Institute of Nanoscience, Delft University of Technology, Van der Maasweg 9, Delft, 2629 HZ, The Netherlands.;Shaping Matter Lab, Faculty of Aerospace Engineering, Delft University of Technology, Kluyverweg 1, Delft, 2629 HS, The Netherlands.;Department of Bionanoscience, Kavli Institute of Nanoscience, Delft University of Technology, Van der Maasweg 9, Delft, 2629 HZ, The Netherlands.;Department of Sustainable Design Engineering, Faculty of Industrial Design Engineering, Delft University of Technology, Landbergstraat 15, Delft, 2628 CE, The Netherlands.;Department of Bionanoscience, Kavli Institute of Nanoscience, Delft University of Technology, Van der Maasweg 9, Delft, 2629 HZ, The Netherlands.;Department of Bionanoscience, Kavli Institute of Nanoscience, Delft University of Technology, Van der Maasweg 9, Delft, 2629 HZ, The Netherlands.;Department of Bionanoscience, Kavli Institute of Nanoscience, Delft University of Technology, Van der Maasweg 9, Delft, 2629 HZ, The Netherlands.;Department of Sustainable Design Engineering, Faculty of Industrial Design Engineering, Delft University of Technology, Landbergstraat 15, Delft, 2628 CE, The Netherlands.;Department of Sustainable Design Engineering, Faculty of Industrial Design Engineering, Delft University of Technology, Landbergstraat 15, Delft, 2628 CE, The Netherlands.;Shaping Matter Lab, Faculty of Aerospace Engineering, Delft University of Technology, Kluyverweg 1, Delft, 2629 HS, The Netherlands.;Department of Bionanoscience, Kavli Institute of Nanoscience, Delft University of Technology, Van der Maasweg 9, Delft, 2629 HZ, The Netherlands.	HORIZON EUROPE European Research Council;National Research Foundation of Korea	Department of Sustainable Design Engineering, Faculty of Industrial Design Engineering, Netherlands;Delft, , Netherlands;Shaping Matter Lab, Faculty of Aerospace Engineering, Netherlands;Department of Bionanoscience, Kavli Institute of Nanoscience, Netherlands;HS, The Netherlands, Netherlands;CE, The Netherlands, Netherlands;HZ, The Netherlands, Netherlands;Delft University of Technology, Landbergstraat, Netherlands;Delft University of Technology, Van der Maasweg, Netherlands;Delft University of Technology, Kluyverweg, Netherlands	
